#skipped n median low_quartile hi_quartile mean avg_dev std_dev vari skew kurt conf_lo conf_hi
530000 32 692 558 812 669.656 118.658 148.916 22176 -0.50089 -0.801368 637.000000 741.000000
531000 32 705.5 599 789.5 680.156 108.521 134.885 18194.1 -0.580843 -0.545632 641.000000 767.000000
532000 32 724.5 629 784 685.562 102.172 136.62 18665 -0.979782 0.455705 669.000000 737.000000
533000 32 734 622.5 786 694.094 104.496 137.348 18864.6 -1.03637 0.706126 710.000000 756.000000
534000 32 700 625 759.5 687.406 100.693 138.23 19107.5 -0.147428 0.0414501 644.000000 734.000000
535000 32 724.5 619.5 797.5 699.156 106.064 137.637 18943.9 -0.543881 -0.0771453 672.000000 786.000000
536000 32 725 627.5 805.5 699.406 108.98 142.316 20253.9 -1.05266 0.54057 672.000000 789.000000
537000 32 742.5 604.5 801.5 695.906 117.736 142.954 20436 -0.756328 -0.176166 639.000000 784.000000
538000 32 693 603.5 798 684.594 98.457 128.815 16593.3 -0.499636 -0.365153 666.000000 752.000000
539000 32 712 614 809 697.719 105.334 131.383 17261.6 -0.483963 -0.77249 643.000000 775.000000
540000 32 722 618.5 807.5 694.156 104.314 130.485 17026.3 -0.527948 -0.542661 652.000000 751.000000
541000 32 729 615 790.5 696.031 106.4 130.962 17151 -0.666835 -0.705699 675.000000 778.000000
542000 32 714 589.5 800 685.719 104.432 129.413 16747.8 -0.659779 -0.620951 685.000000 756.000000
543000 32 694.5 585.5 783.5 680.281 107.031 132.151 17463.8 -0.497189 -0.629714 641.000000 764.000000
544000 32 728.5 602.5 772 690.219 101.678 127.193 16178.2 -0.479395 -0.275647 665.000000 756.000000
545000 32 719 613.5 796 693.281 101.416 128.712 16566.7 -0.644669 -0.133571 652.000000 755.000000
546000 32 721.5 609 804.5 690.625 111.508 137.389 18875.7 -0.674903 -0.495332 630.000000 772.000000
547000 32 738.5 638.5 796.5 693.562 106.895 135.15 18265.5 -0.823222 -0.197472 665.000000 774.000000
548000 32 748 624 795.5 692.656 109.055 136.017 18500.7 -0.96247 -0.0449853 666.000000 780.000000
549000 32 718.5 618 756 681.5 103.125 136.892 18739.5 -0.69829 -0.118196 670.000000 737.000000
550000 32 704 614.5 793.5 685.125 105.977 133.746 17887.9 -0.738673 -0.278756 638.000000 772.000000
551000 32 712 592.5 812.5 698.969 106.6 130.701 17082.9 -0.488275 -0.95533 656.000000 790.000000
552000 32 731 635.5 783 691.531 99.5859 123.799 15326.3 -0.81187 -0.439331 647.000000 754.000000
553000 32 724 619.5 825.5 716.469 100.939 126.478 15996.6 -0.43386 -0.66723 690.000000 798.000000
554000 32 728 618 797 703.812 92.2109 116.281 13521.4 -0.782538 0.184952 670.000000 776.000000
555000 32 718 620 782.5 692.469 92.4766 112.211 12591.3 -0.584768 -0.729729 632.000000 754.000000
556000 32 716.5 596 762 690.688 93.9141 118.567 14058 -0.450584 -0.636413 667.000000 752.000000
557000 32 749 629.5 796.5 710.156 100.17 123.06 15143.7 -0.592955 -0.630589 641.000000 768.000000
558000 32 703.5 623 800 701.281 95.1562 114.975 13219.2 -0.472556 -0.826812 656.000000 793.000000
559000 32 737 638 817 699.125 106.609 130.385 17000.3 -0.639884 -0.690379 645.000000 771.000000
560000 32 714.5 644 786 699.188 93.6758 121.789 14832.7 -0.641844 -0.020105 663.000000 761.000000
561000 32 735.5 623 806 705.531 100.623 121 14641 -0.543675 -0.816554 661.000000 783.000000
562000 32 733.5 629.5 794.5 702.531 96.8984 122.864 15095.5 -0.95348 0.160014 694.000000 785.000000
563000 32 734.5 579 798.5 694.312 116.109 136.323 18584.1 -0.473699 -1.06739 635.000000 782.000000
564000 32 701 584 780.5 679.156 108.314 129.078 16661.2 -0.279614 -1.01792 607.000000 759.000000
565000 32 710.5 635.5 792 695.781 95.8574 125.005 15626.3 -0.800639 -0.132767 681.000000 773.000000
566000 32 751 599.5 792.5 705.938 109.328 137.749 18974.8 -0.599902 -0.207221 681.000000 775.000000
567000 32 706.5 626 793 702.094 104.025 138.09 19068.8 -0.198375 -0.496726 666.000000 743.000000
568000 32 730 636 829 715.875 102.883 128.012 16387.1 -0.628003 -0.468687 682.000000 793.000000
569000 32 739.5 658.5 802.5 713.156 90.6367 115.823 13415 -0.75504 -0.212631 679.000000 790.000000
570000 32 762.5 615 825.5 723.125 111.727 134.077 17976.7 -0.657091 -0.725905 685.000000 814.000000
571000 32 707.5 676 816.5 709 90.8125 127.452 16243.9 -0.773144 0.156286 693.000000 752.000000
572000 32 709 609.5 790.5 697.062 103.625 128.26 16450.7 -0.201413 -0.740099 638.000000 769.000000
573000 32 702 623 811 698.312 98.668 120.166 14439.8 -0.472366 -0.803961 657.000000 763.000000
574000 32 700.5 614 809.5 697.188 97.4258 125.533 15758.4 -0.472424 -0.431479 668.000000 753.000000
575000 32 750.5 624 817.5 713.938 111.07 133.197 17741.5 -0.392587 -0.935982 665.000000 789.000000
576000 32 710 629.5 815 704.344 98.5723 128.361 16476.4 0.066225 -0.59685 671.000000 741.000000
577000 32 715.5 630.5 793 703.75 88.9531 110.305 12167.2 -0.338726 -0.691118 643.000000 781.000000
578000 32 725 615 819 701.344 107.697 128.458 16501.4 -0.473561 -0.632958 640.000000 787.000000
579000 32 720.5 642.5 770.5 690.656 90.7207 115.04 13234.2 -0.652387 -0.420636 663.000000 751.000000
580000 32 706.5 614.5 783 689.219 87.7676 105.773 11188 -0.353393 -0.812802 638.000000 752.000000
581000 32 709 609 821.5 697.625 112 135.795 18440.4 -0.221063 -0.940933 638.000000 772.000000
582000 32 682.5 640 808.5 702.094 104.037 126.555 16016.2 -0.21512 -0.897904 655.000000 777.000000
583000 32 731 622 793.5 703.719 92.834 115.264 13285.9 -0.727542 -0.466569 673.000000 764.000000
584000 32 716.5 637.5 785.5 697.5 100 125.311 15702.8 -0.526807 -0.625286 662.000000 772.000000
585000 32 709 599 799.5 693.562 93.3398 109.766 12048.6 -0.115611 -1.18071 629.000000 750.000000
586000 32 719.5 611.5 814 699.781 100.496 121.531 14769.8 -0.415183 -0.916947 641.000000 774.000000
587000 32 717.5 623.5 811 703.094 84.7695 106.838 11414.3 -0.769612 -0.102073 685.000000 769.000000
588000 32 769 622 823.5 719.281 110.729 132.525 17562.9 -0.646091 -0.650504 671.000000 797.000000
589000 32 724 611.5 813.5 703.625 108.445 132.877 17656.2 -0.555012 -0.73172 651.000000 799.000000
590000 32 753 592.5 829.5 711.281 114.354 136.161 18539.9 -0.615791 -0.954033 673.000000 800.000000
591000 32 709 634.5 803.5 701.812 97.6484 122.083 14904.2 -0.66459 -0.513127 660.000000 779.000000
592000 32 726 618 806 702.344 99.7383 122.742 15065.6 -0.384193 -0.490541 646.000000 781.000000
593000 32 723.5 626 792 696.344 97.0098 115.476 13334.7 -0.579967 -0.835421 657.000000 777.000000
594000 32 719.5 645 797 705.719 87.8613 114.359 13078 -0.721947 0.0701081 683.000000 786.000000
595000 32 715 619.5 789 696.438 90.6055 112.361 12625 -0.554174 -0.633259 630.000000 773.000000
596000 32 733.5 634 800.5 703.375 100.664 123.075 15147.5 -0.727076 -0.153672 649.000000 787.000000
597000 32 740.5 618 806 715.406 95.2676 112.789 12721.4 -0.320563 -0.943973 667.000000 794.000000
598000 32 747 651 813.5 716.812 89.7734 111.311 12390.1 -0.508815 -0.690467 675.000000 770.000000
599000 32 724 633.5 809.5 713.781 93.1699 123.094 15152.2 0.00588646 -0.586016 684.000000 746.000000
600000 32 729.5 615 819.5 707.156 101.502 123.637 15286.2 -0.602412 -0.694392 664.000000 791.000000
601000 32 707.5 608.5 819 701.625 101.836 127.658 16296.6 -0.274451 -1.14228 670.000000 768.000000
602000 32 727 637 808 706.031 92.1523 113.701 12927.8 -0.326134 -0.824084 642.000000 765.000000
603000 32 726 654 784.5 707.375 80.6172 106.545 11351.8 -0.736374 0.180013 695.000000 765.000000
604000 32 717.5 616.5 800.5 702.469 89.9727 108.288 11726.3 -0.238538 -0.827314 657.000000 763.000000
605000 32 725 616.5 811.5 701.875 106.195 127.703 16308.1 -0.387233 -1.01831 670.000000 787.000000
606000 32 711.5 605 798.5 700.094 94.4004 117.179 13730.9 -0.169682 -1.05279 669.000000 760.000000
607000 32 705 637 800 703.781 92.6562 117.496 13805.3 -0.293103 -0.840163 654.000000 759.000000
608000 32 718.5 642.5 821 710.719 91.4414 114.271 13057.9 -0.297476 -1.08424 676.000000 774.000000
609000 32 732 634.5 793 709.156 86.9297 112.992 12767.2 -0.491767 -0.447656 692.000000 752.000000
610000 32 740 652 792.5 711.406 86.2305 106.814 11409.2 -0.626997 -0.508543 683.000000 773.000000
611000 32 723 626 814 714.812 99.2617 119.069 14177.4 -0.435462 -0.994281 685.000000 790.000000
612000 32 705 652.5 806.5 711.688 79.0859 102.552 10516.9 -0.188745 -0.651504 679.000000 767.000000
613000 32 743 619 793 711.281 85.2109 100.74 10148.5 -0.628514 -0.854319 661.000000 787.000000
614000 32 749 653 837 733.562 90.4297 112.363 12625.4 -0.127218 -0.903839 692.000000 773.000000
615000 32 725.5 624 805.5 706.719 100.574 128.794 16588 -0.533688 -0.689242 712.000000 765.000000
616000 32 730 639 818 708.969 95.1602 119.503 14281.1 -0.442044 -0.731571 675.000000 755.000000
617000 32 737.5 610 826 707.656 108.615 133.494 17820.7 -0.36409 -0.831949 654.000000 770.000000
618000 32 744 639.5 797.5 706.562 98.6445 123.951 15363.9 -0.615952 -0.590126 676.000000 767.000000
619000 32 765.5 642.5 816.5 724.281 107.354 132.247 17489.2 -0.647388 -0.650072 703.000000 792.000000
620000 32 746.5 627 817.5 715.656 96.6387 121.95 14871.8 -0.923705 -0.118667 712.000000 786.000000
621000 32 755 653 805.5 728.938 93.7109 120.096 14423.2 -0.536781 -0.809532 731.000000 785.000000
622000 32 724 664.5 788.5 705.75 78.2031 102.635 10534 -0.891069 -0.0302499 699.000000 760.000000
623000 32 743.5 652 794 722.875 80.0234 101.635 10329.7 -0.432698 -0.236049 694.000000 781.000000
624000 32 746.5 685 805.5 722.344 79.4043 102.568 10520.2 -1.00565 0.518645 698.000000 776.000000
625000 32 715 658.5 787.5 711.25 75.1719 104.172 10851.7 -0.484841 0.593764 692.000000 750.000000
626000 32 732.5 660 798.5 716.625 79.7422 105.8 11193.6 -0.80449 0.216482 686.000000 766.000000
627000 32 734 631 819 719.5 92.4688 112.21 12591 -0.452906 -0.908523 681.000000 792.000000
628000 32 728.5 668 788 712.781 81.4121 112.965 12761.1 -0.88681 1.0314 700.000000 742.000000
629000 32 716 661 802.5 713.406 86.9688 113.305 12838.1 -0.492118 -0.454736 692.000000 762.000000
630000 32 744 642 834 718.062 100.297 126.149 15913.6 -0.688672 -0.462148 687.000000 779.000000
631000 32 756 649 830.5 721.312 107.441 132.822 17641.7 -0.702982 -0.508048 673.000000 803.000000
632000 32 740.5 687 810.5 715.75 89.875 119.898 14375.4 -0.907973 -0.122325 706.000000 776.000000
633000 32 758 627.5 824 720.031 108.838 131.245 17225.2 -0.575127 -0.820714 674.000000 800.000000
634000 32 727 666 815.5 724.219 93.5938 119.536 14288.9 -0.350412 -0.750532 696.000000 798.000000
635000 32 754 676 822 734.281 92.4961 118.948 14148.5 -0.59728 -0.463755 708.000000 803.000000
636000 32 736 624.5 798 711.969 88.7852 103.967 10809.1 -0.375678 -1.20817 669.000000 786.000000
637000 32 729.5 621 780 698.875 89.0859 108.601 11794.2 -0.468335 -0.600955 653.000000 752.000000
638000 32 723 632.5 793.5 709.406 87.2422 110.828 12282.8 -0.746204 -0.292525 688.000000 780.000000
639000 32 747 655 805.5 718.438 100.516 129.088 16663.7 -0.7769 -0.382281 710.000000 793.000000
640000 32 753 655.5 808 721.688 100.684 126.791 16075.9 -0.682785 -0.531428 699.000000 797.000000
641000 32 746.5 645 824 724.031 97.7168 123.869 15343.6 -0.367018 -0.530262 687.000000 794.000000
642000 32 727 651.5 792.5 698.219 92.3027 120.536 14528.8 -1.04913 0.30314 662.000000 773.000000
643000 32 727 679 827 721.688 92.7266 121.389 14735.3 -0.479214 -0.460741 684.000000 770.000000
644000 32 729.5 646 819 716.188 102.352 128.89 16612.7 -0.440707 -0.683612 681.000000 796.000000
645000 32 740.5 659 805 718.25 90.2812 108.995 11879.8 -0.335179 -0.86169 673.000000 797.000000
646000 32 723 647 826.5 731.656 92.5723 120.554 14533.3 0.00211108 -0.447664 685.000000 782.000000
647000 32 750 674 829.5 736 97 124.429 15482.6 -0.473943 -0.518802 712.000000 806.000000
648000 32 727 632 832 713.781 108.857 134.325 18043.3 -0.401864 -0.809412 660.000000 783.000000
649000 32 742 653 809.5 725.594 90.0332 118.613 14069 -0.338313 -0.470552 722.000000 763.000000
650000 32 753.5 649 814.5 727.688 93.7656 117.099 13712.2 -0.545885 -0.677547 703.000000 799.000000
651000 32 723.5 650 795.5 711.781 84.7461 111.422 12415 -0.440627 -0.216137 685.000000 753.000000
652000 32 727 644 795 721.938 85.6914 107.295 11512.3 -0.237428 -0.597273 673.000000 779.000000
653000 32 738 687 841.5 750.719 83.8262 105.906 11216 -0.208759 -0.727644 719.000000 818.000000
654000 32 739.5 641.5 834.5 732.312 98.6055 119.335 14240.9 -0.0922432 -1.0632 669.000000 789.000000
655000 32 731 669 825.5 730.656 88.4277 109.69 12032 -0.369677 -0.711076 695.000000 796.000000
656000 32 752 651.5 838 741.219 100.455 120.308 14474 -0.272442 -0.99888 679.000000 817.000000
657000 32 745 652 816 725.438 91.6953 114.202 13042.1 -0.303672 -0.625025 690.000000 809.000000
658000 32 760 667 809 732.375 87.4531 111.932 12528.7 -0.64736 -0.282346 706.000000 792.000000
659000 32 746 670 826 734.625 97.7969 124.234 15434.1 -0.506181 -0.763135 712.000000 815.000000
660000 32 736.5 661.5 845 731.562 92.4023 116.86 13656.3 -0.225622 -0.689714 686.000000 784.000000
661000 32 739.5 620 839 726.625 109.523 132.497 17555.3 -0.170503 -0.965283 659.000000 807.000000
662000 32 706.5 629.5 790 702.312 95.418 121.982 14879.7 -0.27017 -0.476457 647.000000 776.000000
663000 32 742 634 842 725.906 97.668 116.479 13567.3 -0.191274 -1.12557 655.000000 787.000000
664000 32 774.5 672.5 834.5 745.938 99.5117 128.13 16417.4 -0.597972 -0.360976 720.000000 814.000000
665000 32 760.5 632.5 808.5 723.156 90.127 107.468 11549.4 -0.45652 -0.98057 681.000000 787.000000
666000 32 745 662.5 827 725.75 90.4219 114.054 13008.3 -0.650583 -0.107308 685.000000 785.000000
667000 32 718.5 672.5 805.5 713.688 76.457 103.437 10699.2 -0.391959 -0.468979 682.000000 742.000000
668000 32 757 637 808.5 720.406 92.3672 117.266 13751.2 -0.770899 -0.332649 708.000000 794.000000
669000 32 757.5 669 806.5 722.25 88.6406 111.89 12519.5 -0.756091 0.0116471 677.000000 786.000000
670000 32 739 625 825.5 719.688 98.8906 121.754 14824.1 -0.584371 -0.623604 646.000000 800.000000
671000 32 733 681.5 802 721.719 84.4238 112.158 12579.4 -0.357548 -0.125865 693.000000 760.000000
672000 32 761 705 823 740.812 79.7109 105.639 11159.5 -0.711399 -0.188537 721.000000 791.000000
673000 32 779.5 684 837.5 746.781 87.1348 107.831 11627.5 -0.914103 -0.163651 730.000000 812.000000
674000 32 758.5 705.5 852.5 752.5 82.25 102.482 10502.6 -0.648473 -0.52895 721.000000 815.000000
675000 32 774.5 687.5 813 745.156 80.9922 101.572 10316.8 -0.607256 -0.351277 711.000000 793.000000
676000 32 785 647 819.5 742.125 89.0469 106.194 11277.1 -0.486762 -0.891771 712.000000 807.000000
677000 32 761.5 688 814.5 733.875 87.4062 114.976 13219.4 -0.775216 -0.137148 712.000000 792.000000
678000 32 741 699.5 795.5 735.219 69.8789 97.3254 9472.24 -0.67664 0.643518 715.000000 768.000000
679000 32 744.5 642.5 819 727.375 85.4531 105.505 11131.4 -0.343127 -0.769942 669.000000 783.000000
680000 32 744.5 685 823 738.781 79.6699 103.426 10697 -0.51931 -0.174512 716.000000 787.000000
681000 32 762 694.5 832 736.188 86.9883 110.357 12178.7 -0.773869 -0.174795 703.000000 796.000000
682000 32 765 701.5 810.5 737.469 83.2598 109.592 12010.3 -0.871302 0.16746 711.000000 792.000000
683000 32 757 690 836 743.312 90.7734 114.936 13210.2 -0.659868 -0.676188 724.000000 820.000000
684000 32 731.5 666.5 817 731.125 84.25 108.908 11861 -0.38713 -0.23058 702.000000 785.000000
685000 32 756 681.5 820 741.406 84.4551 109.801 12056.2 -0.68792 -0.423001 732.000000 798.000000
686000 32 724.5 661.5 827.5 731.562 83.1602 102.317 10468.7 -0.373924 -0.587845 695.000000 794.000000
687000 32 720.5 656 832.5 734.031 87.3496 110.493 12208.7 0.04688 -0.756611 683.000000 770.000000
688000 32 736.5 687 794 728.344 72.4043 96.7089 9352.62 -0.644882 -0.0356071 713.000000 785.000000
689000 32 755 658.5 808 721.031 86.9004 111.706 12478.2 -0.872648 0.26263 677.000000 786.000000
690000 32 750 672.5 812 733.844 83.8105 103.37 10685.4 -0.542787 -0.394621 686.000000 796.000000
691000 32 737.5 640.5 799 725.219 83.1016 101.043 10209.6 -0.438312 -0.91403 692.000000 783.000000
692000 32 753 650 819 737 84.0625 101.924 10388.5 -0.32346 -0.546353 691.000000 794.000000
693000 32 750 650.5 823.5 726.75 94.0781 111.477 12427 -0.330073 -1.07959 667.000000 793.000000
694000 32 753 662.5 814.5 726 87 109.544 11999.8 -0.622975 -0.605449 701.000000 781.000000
695000 32 763 629.5 829 733.719 89.959 107.676 11594.2 -0.431515 -1.1421 705.000000 787.000000
696000 32 763 653 826 748.812 84.1602 104.007 10817.5 -0.277563 -0.969457 726.000000 803.000000
697000 32 747.5 672 828 741.5 81.3438 98.2026 9643.74 -0.261693 -0.718633 696.000000 797.000000
698000 32 758 678 832.5 743.406 89.543 110.615 12235.7 -0.470766 -0.70882 696.000000 801.000000
699000 32 740 680 803 723.812 80.2969 103.005 10610 -0.667208 -0.528662 703.000000 795.000000
700000 32 751 677.5 845 748.281 85.8887 109.648 12022.8 -0.263134 -0.671514 720.000000 783.000000
701000 32 731.5 663.5 832.5 732.688 73.6875 92.1809 8497.32 -0.0634472 -1.21215 708.000000 763.000000
702000 32 743.5 664.5 812 731.156 78.0117 98.3431 9671.36 -0.487135 -0.284451 701.000000 786.000000
703000 32 766.5 661 839.5 747.062 90.5508 109.474 11984.6 -0.349195 -0.873829 697.000000 806.000000
704000 32 761.5 677.5 838.5 740.156 88.3145 111.534 12439.9 -0.591335 -0.732091 725.000000 803.000000
705000 32 738.5 665 810 723.406 86.1055 111.967 12536.6 -0.62794 -0.487504 705.000000 797.000000
706000 32 743 688.5 800 735.656 75.9062 101.312 10264 -0.0642635 -0.069951 704.000000 762.000000
707000 32 742.5 657.5 817.5 729.219 82.5527 99.5048 9901.21 -0.157877 -0.959029 678.000000 786.000000
708000 32 750 688.5 869.5 761.781 82.8926 102.317 10468.8 -0.256425 -0.72843 727.000000 815.000000
709000 32 758.5 646.5 842.5 744.25 87.4219 103.879 10790.8 -0.0994146 -1.12074 694.000000 810.000000
710000 32 766.5 689.5 814 751.438 66.8203 80.5357 6486 -0.237842 -0.799351 700.000000 801.000000
711000 32 769.5 667 846.5 747.812 88.8984 111.856 12511.8 -0.54147 -0.763601 735.000000 803.000000
712000 32 778.5 692 827.5 755.719 84.334 106.172 11272.4 -0.591914 -0.264152 719.000000 816.000000
713000 32 762.5 688 848 762.75 86.6875 105.807 11195.2 -0.237925 -0.695377 717.000000 822.000000
714000 32 778 706 871 774.25 91.375 108.392 11748.8 -0.321425 -1.07431 729.000000 853.000000
715000 32 767 660 852 751.312 91.668 108.572 11787.9 -0.387088 -1.25475 714.000000 829.000000
716000 32 777 669.5 818 747.531 81.3398 96.7394 9358.52 -0.485273 -0.986243 717.000000 811.000000
717000 32 771 669 848.5 750.219 92.5039 110.112 12124.7 -0.206444 -1.06804 699.000000 806.000000
718000 32 786 681.5 838.5 760.531 85.3398 106.467 11335.3 -0.407595 -0.072717 713.000000 819.000000
719000 32 767 682 851.5 756.656 90.7617 117.12 13717.2 -0.0629527 -0.175627 697.000000 801.000000
720000 32 754 670.5 838 741.125 94.1172 115.272 13287.6 -0.346274 -0.919569 691.000000 805.000000
721000 32 772.5 623.5 846 740.25 96.0938 115.531 13347.4 -0.40712 -1.18479 709.000000 805.000000
722000 32 760.5 669.5 803 739.656 82.3047 103.79 10772.4 -0.343445 -0.591747 701.000000 794.000000
723000 32 764 657 837.5 748.594 86.2695 109.025 11886.4 -0.153871 -0.78312 705.000000 790.000000
724000 32 727 674 845.5 742.562 89.4102 109.974 12094.2 -0.431277 -0.566495 703.000000 814.000000
725000 32 771.5 656.5 833 749 87.8125 103.851 10785 -0.483527 -1.03276 706.000000 821.000000
726000 32 768 680.5 838.5 753.031 89.7188 114.162 13032.9 -0.424657 -0.308756 729.000000 813.000000
727000 32 753 695 852 750.688 88.2695 113.373 12853.5 -0.302039 -0.714314 713.000000 807.000000
728000 32 778 671.5 826 746.125 84.6094 104.745 10971.5 -0.67547 -0.555326 720.000000 806.000000
729000 32 779 663.5 832.5 750.219 87.6914 103.183 10646.8 -0.473493 -1.08895 721.000000 821.000000
730000 32 778 666.5 798 735.125 77.9062 93.0251 8653.66 -0.635974 -0.725101 703.000000 794.000000
731000 32 773.5 696 829 743.969 78.2871 98.316 9666.03 -0.824613 -0.391076 730.000000 802.000000
732000 32 765.5 688 857.5 756.344 92.6543 115.386 13313.8 -0.641899 -0.569841 710.000000 832.000000
733000 32 778.5 700.5 846 757.875 88.9609 121.236 14698.2 -1.04594 0.702961 746.000000 810.000000
734000 32 753 692.5 853 748.188 89.125 111.801 12499.5 -0.426946 -0.677189 717.000000 807.000000
735000 32 782 726 834.5 758.312 72.9609 97.3147 9470.16 -0.968974 0.322719 748.000000 812.000000
736000 32 784.5 673.5 871.5 765.906 90.2246 114.504 13111.2 -0.57151 -0.48499 750.000000 843.000000
737000 32 784 702.5 867 762.219 91.3652 117.633 13837.5 -0.946285 0.284052 733.000000 829.000000
738000 32 776 691 837 764.406 80.0801 106.668 11378.1 -0.766705 0.835976 728.000000 819.000000
739000 32 775.5 705.5 865 764.656 91.4902 114.104 13019.7 -0.730613 -0.157025 729.000000 843.000000
740000 32 774.5 707.5 839 761.406 77.2559 97.828 9570.31 -0.652635 -0.19264 736.000000 823.000000
741000 32 780 710.5 868 772.094 86.5312 108.131 11692.2 -0.685896 0.067809 738.000000 844.000000
742000 32 795.5 685 856.5 765.594 90.6953 111.746 12487.2 -0.576989 -0.531363 731.000000 829.000000
743000 32 788 683.5 860.5 763.5 93.8125 112.68 12696.8 -0.543112 -0.927898 715.000000 839.000000
744000 32 812 721 871.5 786.781 89.1973 112.058 12557 -0.674075 -0.334963 764.000000 857.000000
745000 32 778.5 681.5 834 758.125 84.7812 108.221 11711.8 -0.589075 -0.0948398 735.000000 813.000000
746000 32 772.5 659 863 756.438 91.1328 111.397 12409.4 -0.589269 -0.369774 725.000000 817.000000
747000 32 769 694 850 765.688 84.8945 110.043 12109.4 -0.523908 0.028325 744.000000 838.000000
748000 32 767 658 867 766 95.8125 118.212 13974.2 -0.346541 -0.765138 733.000000 838.000000
749000 32 776.5 707.5 850 758.219 84.5039 107.52 11560.5 -0.397491 -0.505054 728.000000 808.000000
750000 32 771 664.5 837.5 751.438 101.258 124.664 15541.2 -0.186588 -0.342995 674.000000 815.000000
751000 32 762.5 697.5 849 757.906 88.918 111.524 12437.6 -0.517249 -0.249713 708.000000 817.000000
752000 32 777.5 719 839.5 761.938 83.6289 111.086 12340 -0.546039 0.239472 737.000000 818.000000
753000 32 780.5 702 831 759.375 71.4688 86.5596 7492.56 -0.548835 -0.791223 725.000000 808.000000
754000 32 772 703 854.5 762.656 79.4492 102.181 10440.9 -0.595147 0.0415348 719.000000 803.000000
755000 32 775 735.5 844.5 762.906 76.5547 106.284 11296.2 -0.868411 0.307574 748.000000 818.000000
756000 32 758.5 707.5 846 759.906 82.7812 106.389 11318.5 -0.636996 0.330059 725.000000 804.000000
757000 32 749.5 680.5 824 743.031 83.0312 101.942 10392.2 -0.495133 -0.379328 705.000000 809.000000
758000 32 796 653 823.5 744.969 91.4102 109.669 12027.3 -0.808434 -0.276618 720.000000 815.000000
759000 32 765.5 682 853.5 744.969 93.6602 121.053 14653.9 -0.632828 0.0317815 718.000000 783.000000
760000 32 779 675 831.5 747.531 88.0898 107.649 11588.3 -0.870431 0.498803 695.000000 813.000000
761000 32 754.5 661.5 832 734.844 89.5078 108.444 11760 -0.756986 -0.477725 704.000000 816.000000
762000 32 775 687.5 854.5 757.469 87.002 107.944 11652 -0.883479 0.368133 717.000000 830.000000
763000 32 753 706.5 853.5 762.844 85.9688 107.476 11551.1 -0.846949 1.10271 715.000000 838.000000
764000 32 778 677.5 832.5 757.031 79.4023 102.991 10607.2 -0.871059 1.07263 734.000000 820.000000
765000 32 740.5 694 830 744.469 72.2148 94.0285 8841.35 -0.329336 -0.232709 708.000000 800.000000
766000 32 775 686.5 860.5 758.844 85.166 105.157 11058.1 -0.585548 -0.25849 722.000000 827.000000
767000 32 769.5 705.5 819 745.719 77.7891 101.716 10346.2 -0.729815 -0.0676917 718.000000 787.000000
768000 32 787.5 700 846 761.594 82.6699 106.642 11372.4 -0.862369 0.0924938 753.000000 816.000000
769000 32 775 734 841 771.438 71.8477 99.0024 9801.48 -0.786 0.989881 756.000000 826.000000
770000 32 785.5 711 843.5 768.062 78.3047 101.465 10295.2 -0.934366 1.11357 732.000000 820.000000
771000 32 784.5 704.5 836 762.219 76.3027 92.8633 8623.6 -0.615564 -0.58581 731.000000 816.000000
772000 32 778 697 865 769.062 90.0586 111.592 12452.8 -0.534279 -0.782008 744.000000 843.000000
773000 32 782 687.5 841.5 759.812 79.8984 97.1256 9433.38 -0.30925 -0.910144 734.000000 810.000000
774000 32 808 700.5 867.5 772.688 92.6016 111.584 12451 -0.440261 -0.848425 734.000000 840.000000
775000 32 778.5 712 839.5 762.656 76.6797 106.378 11316.3 -0.98064 0.884471 761.000000 801.000000
776000 32 792 709 833 757.875 84.2188 107.33 11519.7 -0.788626 -0.298879 737.000000 808.000000
777000 32 795.5 745 829.5 768.594 81.6211 112.571 12672.3 -0.832328 0.148293 773.000000 822.000000
778000 32 788.5 752 847.5 772.688 77.8906 103.998 10815.5 -0.871775 -0.208788 767.000000 840.000000
779000 32 821 756 869.5 789.312 78.4609 102.612 10529.2 -1.16965 0.531588 775.000000 853.000000
780000 32 794.5 710.5 848.5 767.906 78.5605 101.485 10299.2 -0.86017 0.161552 758.000000 817.000000
781000 32 781 739 819.5 751.875 72.8047 101.728 10348.5 -1.2939 0.89574 753.000000 796.000000
782000 32 768.5 696 875 763.344 101.156 130.487 17026.8 -0.522312 -0.513305 724.000000 832.000000
783000 32 807.5 724 859 775.844 79.5605 102.559 10518.3 -0.985754 0.140585 757.000000 836.000000
784000 32 768.5 720.5 859 764.688 89.7695 120.913 14620 -0.463295 -0.346729 734.000000 810.000000
785000 32 803.5 730.5 853.5 774.938 84.1953 109.335 11954.1 -0.908621 0.0833738 749.000000 839.000000
786000 32 782 721.5 854.5 761.594 81.6953 107.35 11524.1 -0.705807 -0.284226 741.000000 807.000000
787000 32 802 725 842.5 770.406 88.6543 117.363 13774 -0.98064 0.392527 766.000000 836.000000
788000 32 823 755 869 789.5 96.625 131.682 17340.1 -1.09356 0.633507 772.000000 861.000000
789000 32 784 707.5 867 772.969 90.1602 116.312 13528.5 -0.661548 -0.206811 745.000000 833.000000
790000 32 815 714 859.5 781.812 84.1484 107.731 11605.9 -0.619572 -0.168949 760.000000 835.000000
791000 32 822 740.5 877.5 794.969 84.8496 114.241 13051 -1.12042 0.809056 789.000000 854.000000
